Architecture,Scenario,Scale,RunNumber,Timestamp,EndToEndMs,ServerCpuMs,ServerElapsedMs,CpuPercent,MemoryMb,MemSqlServerMb,LogicalReads,PhysicalReads,RowsReturned,InsertedId,ConcurrentWorkers,ThroughputRequestsPerSec,ErrorCount,RowsCopied,IngestionRowsPerSecond,IsWarmup,ErrorMessage
ETL,T1_GetSNList,Large,0,03/11/2026 23:50:23,111.8435,57.305,114.526,8.413398742675781,13.657936096191406,2047.34375,546,0,100000,,,,,,,True,
ETL,T1_GetSNList,Large,1,03/11/2026 23:50:24,101.7459,55.155,101.942,21.469484329223633,5.466163635253906,2047.078125,546,1,100000,,,,,,,False,
ETL,T1_GetSNList,Large,2,03/11/2026 23:50:24,90.6859,50.643,90.63,5.242950439453125,13.849845886230469,2047.078125,546,1,100000,,,,,,,False,
ETL,T1_GetSNList,Large,3,03/11/2026 23:50:24,78.0452,49.283,79.048,2.7507553100585938,22.312057495117188,2047.078125,546,1,100000,,,,,,,False,
ETL,T1_GetSNList,Large,4,03/11/2026 23:50:24,95.7016,65.817,96.213,9.924471855163574,12.749298095703125,2047.078125,546,1,100000,,,,,,,False,
ETL,T1_GetSNList,Large,5,03/11/2026 23:50:24,73.8295,51.132,67.029,17.11333656311035,21.1390380859375,2047.078125,546,1,100000,,,,,,,False,
ETL,T1_GetSNList,Large,6,03/11/2026 23:50:25,81.2171,71.886,80.96,51.44855499267578,11.538017272949219,2047.078125,546,1,100000,,,,,,,False,
ETL,T1_GetSNList,Large,7,03/11/2026 23:50:25,81.9378,75.7,82.961,3.726278305053711,19.926353454589844,2047.078125,546,1,100000,,,,,,,False,
ETL,T1_GetSNList,Large,8,03/11/2026 23:50:25,103.952,102.65,104.406,9.318964004516602,10.310676574707031,2047.078125,546,1,100000,,,,,,,False,
ETL,T1_GetSNList,Large,9,03/11/2026 23:50:25,96.7198,93.304,97.696,11.553099632263184,18.694091796875,2047.078125,546,1,100000,,,,,,,False,
ETL,T1_GetSNList,Large,10,03/11/2026 23:50:25,74.6513,66.821,75.179,11.517128944396973,9.118011474609375,2047.078125,546,1,100000,,,,,,,False,
ETL,T2_GetMesuresByPN,Large,0,03/11/2026 23:50:26,1627.6362,8.031,10.058,11.756728887557983,9.219230651855469,2047.4921875,10,2,0,,,,,,,True,
ETL,T2_GetMesuresByPN,Large,1,03/11/2026 23:50:27,63.9563,7.693,9.254,8.616679191589355,9.250541687011719,2047.4921875,7,2,0,,,,,,,False,
ETL,T2_GetMesuresByPN,Large,2,03/11/2026 23:50:27,122.048,12.629,17.384,13.752911567687988,9.2896728515625,2047.484375,2807,6,27,,,,,,,False,
